productAsin,country,date,isVerified,ratingScore,reviewTitle,Review_Text,preprocessed_review,sentiment,sentiment_score,index,ml_sentiment
B09G9BL5CP,India,06-02-2022,True,5.0,Truly worth the money spent! Even if you go broke!,"My honest review after going broke buying this depreciating object.I have been using android phones since the last 10 years and finally decided to switch to iPhone! I used to roast iPhone for its prices, lack of features and also things like power adapter not given in box etc, but my last android phone iqoo 7 legend had lot of software related issues and battery issues after updating it to android 12, tired of bugs and software glitches in android, I finally decided to buy a iPhone and switch from android to iOS And Boy Was I right!I never even held an iPhone In my life before because of its price, but now I made a great choice even if I had to spend all my savings on it.iPhone 13 is so smooth that even my IQOO 7 Legend with 120hz feels slower than it even if iPhone has only 60hz. And I cant believe what Im seeing, all the gamesapps are so much smoother and optimised than on android.I was very sceptical about the charging speed of an iPhone Because in Iqoo I had 66w fast charger where as for iPhone I had to buy 20w separate fast charger for 1800rs, but charging speed isnt disappointing.Display quality is truly flagship level and Im quite a fan of the small 6.1 display believe it or not, being able to reach the top of display with just one hand is very helpful, Build quality is great.I would recommend NOT to waste extra 40k for buying 13 pro. Because I dont think having a extra camera telephoto lens is worth spending 40k.You can see in the 3rd image attached the quality of wide angle camera pic shot on my iPhone 13, wide angle camera struggles in low light, but main camera is really good, captures true colours. Front camera is really good too, truly flagship.Speakers are Great.Battery life is better than my previous devices,iOS is very optimised in terms of battery life, easy 8hrs sot on normal usage.NOTE While playing BGMI you loose around 2 battery every 6minutes at HD Extreme Graphics. Which is also good. Pro Max Would Be far better in terms of battery.For the software? Yes I feel like there are few downsides, even if the software is very smooth and has very less bugs, it has two annoying things any game gets paused when you open control centre just to check the battery etc, Lock Screen is annoying and also having to reach the top left corner just to see notifications is also annoying, clearing all notifications is also very annoying.But other than that a perfect 1010 purchase. I was very disappointed at myself when I paid for the iPhone but when I received it I was truly happy that I bought it.Truly worth it.",honest review going broke buying depreciating objecti using android phone since last year finally decided switch iphone used roast iphone price lack feature also thing like power adapter given box etc last android phone iqoo legend lot software related issue battery issue updating android tired bug software glitch android finally decided buy iphone switch android io boy righti never even held iphone life price made great choice even spend saving itiphone smooth even iqoo legend hz feel slower even iphone hz cant believe im seeing gamesapps much smoother optimised androidi sceptical charging speed iphone iqoo w fast charger iphone buy w separate fast charger r charging speed isnt disappointingdisplay quality truly flagship level im quite fan small display believe able reach top display one hand helpful build quality greati would recommend waste extra k buying pro dont think extra camera telephoto lens worth spending kyou see rd image attached quality wide angle camera pic shot iphone wide angle camera struggle low light main camera really good capture true colour front camera really good truly flagshipspeakers greatbattery life better previous devicesios optimised term battery life easy hr sot normal usagenote playing bgmi loose around battery every minute hd extreme graphic also good pro max would far better term batteryfor software yes feel like downside even software smooth less bug two annoying thing game get paused open control centre check battery etc lock screen annoying also reach top left corner see notification also annoying clearing notification also annoyingbut perfect purchase disappointed paid iphone received truly happy bought ittruly worth,Negative,-1,11,Positive
B09G9BL5CP,India,06-07-2024,True,5.0,I love it,Nice,nice,Positive,1,12,Positive
B09G9BL5CP,India,18-05-2024,True,5.0,It’s a legit iPhone,Its a perfect iPhone I highly recommend this seller . Great price on their sale. The phone is good,perfect iphone highly recommend seller great price sale phone good,Positive,1,13,Positive
B09G9BL5CP,India,11-03-2024,True,5.0,Worth every penny,What I like about this phone is that it is quite reasonable comparing other iphones and Is very good and nice to use.,like phone quite reasonable comparing iphones good nice use,Positive,1,14,Positive
B09G9BL5CP,India,12-10-2023,True,4.0,Nice.,I bought the product little expensive. Within a month price dropped by Rs.17000.,bought product little expensive within month price dropped r,Neutral,0,15,Neutral
B09G9BL5CP,India,11-03-2022,True,5.0,Worth the product,"Though we talk a lot about high price for iPhones, this is worth the amount. Smooth touch, perfect to hold in hand. For the screen size of 6.1"", it looks small overall. I could have gone for pro max but more than 1.5L budget is way too much for me Good battery backup With low battery mode always on, 5 hours of talktime, around 2 hours of twitter and 2 hours of whatsapp usage, 1 hour of songs listening, 1 hour of rummycandy crush games and notification of all these items, the battery comes for more than 24 hours for me Getting charged quickly from 20 to 100 within 2 hours Perfect camera and I love that 'Live' photo option Body design is awesome. When I held it in my hand for the first time, felt really happy about the design and the size of the iPhone 13.",though talk lot high price iphones worth amount smooth touch perfect hold hand screen size look small overall could gone pro max l budget way much good battery backup low battery mode always hour talktime around hour twitter hour whatsapp usage hour song listening hour rummycandy crush game notification item battery come hour getting charged quickly within hour perfect camera love live photo option body design awesome held hand first time felt really happy design size iphone,Positive,1,16,Positive
B09G9BL5CP,India,31-10-2023,True,3.0,It's been a week since I've been using this phone,Works just fine nothing special the camera is also good but during night it's not what I expected it to be and you have to charge the phone twice if you use it a lot it also heat sometimes it it doesn't like but sometimes it doesn't feel very smooth I don't know if it's value for money,work fine nothing special camera also good night expected charge phone twice use lot also heat sometimes doesnt like sometimes doesnt feel smooth dont know value money,Positive,1,17,Positive
B09G9BL5CP,India,29-11-2023,True,5.0,Great,Loved it,loved,Neutral,0,18,Positive
B09G9BL5CP,India,08-09-2022,True,5.0,Same as shown in pictures,Theres no same day delivery Phone was delivered to me in 34 days. I had to purchase the phone thrice so on the third attempt I finally received the phone. Battery life is better than iPhone XR. Phone is same as shown in pictures. Amazon refund policy is good. I received both refunds within 24 hours.,there day delivery phone delivered day purchase phone thrice third attempt finally received phone battery life better iphone xr phone shown picture amazon refund policy good received refund within hour,Positive,1,19,Positive
B09G9BL5CP,India,14-02-2024,True,2.0,My device is not working need help,My device is not working switched offIam not able to download Invoice and warranty documentHow can I get itService center asking the document,device working switched offiam able download invoice warranty documenthow get itservice center asking document,Neutral,0,20,Neutral
B09G9BL5CP,India,06-08-2024,True,5.0,Its the best,Best,best,Positive,1,21,Positive
B09G9BL5CP,India,25-06-2024,True,3.0,Not worth,Not worth,worth,Neutral,0,22,Negative
B09G9BL5CP,India,12-05-2024,True,3.0,Improved version of iPhone 11,Nothing new features only model changed,nothing new feature model changed,Neutral,0,23,Neutral
B09G9BL5CP,India,21-07-2024,True,2.0,Doubtful,Seals were teared but only stricker was put. I don't know whether it is new or refurbished but it's working .,seal teared stricker put dont know whether new refurbished working,Neutral,0,24,Neutral
B09G9BL5CP,India,04-11-2023,True,5.0,Amazing and Best value for money Iphone,"This phone has well balanced HD oled sDisplay. Colours are accurate. Camera quality is very good even with 12 MP cameras. Selfies and portrait look good, but selfies indoor required little improvement which can be done through software. Battery back up is great. Faster transfer using Airdrop. I am getting a 1 and half day of battery backup with normal usage. Overall a perfect smartphone with ios experience.",phone well balanced hd oled sdisplay colour accurate camera quality good even mp camera selfies portrait look good selfies indoor required little improvement done software battery back great faster transfer using airdrop getting half day battery backup normal usage overall perfect smartphone io experience,Positive,1,25,Positive
B09G9BL5CP,India,15-02-2024,True,5.0,Good,Good not like android,good like android,Positive,1,26,Positive
B09G9BL5CP,India,24-01-2024,True,5.0,Supar mobile phone,Good charge,good charge,Positive,1,27,Positive
B09G9BL5CP,India,07-04-2022,True,4.0,Good but it’s not recommended to all,Actually Im android user now switched to iPhone user experience is good but camera quality isnt meet my expectations when taken photos on day times and little low lights youll get good quality photos. Night mode is worst. Battery is good for moderate users. Phone is very compact and display quality really awesome. My conclusion if you looking for privacy and protect from hackers definitely iPhone is safe. Those who are all moderate user and then buy this model,actually im android user switched iphone user experience good camera quality isnt meet expectation taken photo day time little low light youll get good quality photo night mode worst battery good moderate user phone compact display quality really awesome conclusion looking privacy protect hacker definitely iphone safe moderate user buy model,Negative,-1,28,Positive
B09G9BL5CP,India,10-12-2023,True,5.0,Good,Very good I am happy,good happy,Positive,1,29,Positive
B09G9BL5CP,India,10-08-2024,True,4.0,Good,Works fine,work fine,Neutral,0,30,Positive
B09G9BL5CP,India,18-07-2024,True,4.0,Good,Cool,cool,Neutral,0,31,Positive
B09G9BL5CP,India,22-08-2024,True,5.0,Apple phone,"As it is an apple product, quality is ensured and proven",apple product quality ensured proven,Neutral,0,32,Neutral
B09G9BL5CP,India,07-07-2024,True,5.0,Dear Apple,My phone was bent for some reason. So kindly infirm check my warrenty period. Get me feedback,phone bent reason kindly infirm check warrenty period get feedback,Neutral,0,33,Positive
B09G9BL5CP,India,01-06-2024,True,5.0,excellent,fine,fine,Neutral,0,34,Positive
B09G9BL5CP,India,11-10-2023,True,5.0,It's good for content creation,"I mainly bought it for content creation because the software optimization was good and also because I use macbook air so data transfer between iphone is quicker than the android one, basically less hassle.Love the photo and video quality.It's also mostly for work than personal use. Customization is a bit hard but I also use android as primary phone so not an issue for me.Overall a good purchase for me.",mainly bought content creation software optimization good also use macbook air data transfer iphone quicker android one basically less hasslelove photo video qualityits also mostly work personal use customization bit hard also use android primary phone issue meoverall good purchase,Positive,1,35,Positive
B09G9BL5CP,India,02-07-2024,True,2.0,No airdrop and personal hotspot .,"I bought this iPhone 13 . There was a manufacturing defect as this phone doesntHave personal hotspot and Airdrop . Its blocked , not turning on . Deception . I cant afford this . I am now in foreign , my friend bought this iPhone . I am not in a position even to return this iPhone .",bought iphone manufacturing defect phone doesnthave personal hotspot airdrop blocked turning deception cant afford foreign friend bought iphone position even return iphone,Neutral,0,36,Negative
B09G9BL5CP,India,29-11-2023,True,5.0,Amazing phone,I received iPhone 13 timely.Product is working great.It improved my lifestyle as well.Camera quality is awesome. Battery performance is pretty good.Thanks to Amazon for your great service.,received iphone timelyproduct working greatit improved lifestyle wellcamera quality awesome battery performance pretty goodthanks amazon great service,Positive,1,37,Positive
B09G9BL5CP,India,06-11-2023,True,3.0,"Not that great deal. Battery performance, heating,hanging","Facing heating issue, Battery performance is not that good. On screen 12 hrs only as of now. Hanging in between, which we didnt expect from Apple. Look is fantastic. Small while compared to XR.",facing heating issue battery performance good screen hr hanging didnt expect apple look fantastic small compared xr,Positive,1,38,Positive
B09G9BL5CP,India,19-08-2024,True,4.0,Stunning Design and a Beautiful Pink!,"I finally upgraded from my trusty iPhone 5s to the iPhone 13, and let me tell you, it feels like Ive timetraveled from the past to the future! The pink color is absolutely gorgeousit's the perfect blend of subtle and stylish, making the phone look sleek and modern. Ive received so many compliments on it already.The design is everything youd expect from Apple premium, wellcrafted, and just a pleasure to hold. Coming from a 5s, its almost like I was using a rotary phone before this. I halfexpected Siri to say, Welcome to the 21st century!The display is bright and vibrant, the camera is a huge leap forward, and the overall performance is incredibly smooth. Its crazy how much has changedface ID feels like magic, and the battery life is a dream compared to my old 5s, which needed a charger practically glued to it.If youre thinking about upgrading, especially if youre coming from a much older model like I was, dont hesitate. This iPhone 13 in pink is a stunner and well worth the leap!",finally upgraded trusty iphone iphone let tell feel like ive timetraveled past future pink color absolutely gorgeousits perfect blend subtle stylish making phone look sleek modern ive received many compliment alreadythe design everything youd expect apple premium wellcrafted pleasure hold coming almost like using rotary phone halfexpected siri say welcome st centurythe display bright vibrant camera huge leap forward overall performance incredibly smooth crazy much changedface id feel like magic battery life dream compared old needed charger practically glued itif youre thinking upgrading especially youre coming much older model like dont hesitate iphone pink stunner well worth leap,Positive,1,39,Positive
B09G9BL5CP,India,04-09-2024,True,5.0,My favourite 🤩,"I really wanted to get an iPhone and it is my first iPhone but i loved it the sound quality is great and it charges fast, the phone is a bit heavy but it looks classy the display also works well and the camera is the best",really wanted get iphone first iphone loved sound quality great charge fast phone bit heavy look classy display also work well camera best,Positive,1,40,Positive
B09G9BL5CP,India,22-06-2024,True,5.0,Still one of best base flagships out there in 2024,"Things I liked1. Solid Build Quality and very polished software compared to Samsung's One UI2. CameraRear Rear camera is pretty decent with good color accuracy in all lighting conditions. Videos are steady and smooth.3. Mic Speakers Mic is exceptionally well, isolates all background sounds in noisy situations. Speakers are crisp with good bass.4. Performance This is where the phone shines, you can throw any app available on the App store and it will run it without breaking a sweat.5. Face Id works like charm, it's the best biometric phone lock out there undoubtedly.Things I wish were better1. Battery life would have been better, I get up to 4.30 5 Hours SOT with mixed usage high brightness, 1 hour calls, 23 hour social media, and 2 hour media playbackmusic2. Charges Slow compared to my earlier Samsung. Takes almost 1.2 Hours from 20 to 803. Front camera is average, it fails to get correct skin tones and lighting. I keep it on default and still it produces over saturated photos.4. Dialer phone app sucks. I am someone who makes up to 200 calls a day due to nature of my SCM work. Dialer on Samsung is far better. For unknown call you can add a note to the number in Samsung and it reflect when the person call you again, without having to save unnecessary contacts. Number pad does not detect contact unless complete number is typed.",thing liked solid build quality polished software compared samsungs one ui camerarear rear camera pretty decent good color accuracy lighting condition video steady smooth mic speaker mic exceptionally well isolates background sound noisy situation speaker crisp good bass performance phone shine throw app available app store run without breaking sweat face id work like charm best biometric phone lock undoubtedlythings wish better battery life would better get hour sot mixed usage high brightness hour call hour social medium hour medium playbackmusic charge slow compared earlier samsung take almost hour front camera average fails get correct skin tone lighting keep default still produce saturated photo dialer phone app suck someone make call day due nature scm work dialer samsung far better unknown call add note number samsung reflect person call without save unnecessary contact number pad detect contact unless complete number typed,Positive,1,41,Positive
B09G9BL5CP,India,18-09-2024,True,5.0,Awesome product,Each and every thingLove this Product,every thinglove product,Neutral,0,42,Neutral
B09G9BL5CP,India,19-09-2024,True,5.0,The way it was fast.,I liked the way it was fast.,liked way fast,Neutral,0,43,Positive
B09G9BL5CP,India,20-10-2023,True,3.0,feel good yet(6 month),"IOS 17.5 current version updated from 16.6Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care device was great, super handy for me, little feeling of weight .Display The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. The brightness Range is so comfortable. The 2160p60 HDR videos in youtube give blissful experianceBattery And charging The charging time i took 1Hour to charge from 20 to 91 using apple 20w original adapter and cable without any interruptionno electricity break or disconnection ,calls etc Battery backup I am mostly maintain battery in btw 20 80 so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like events,party,outing we use camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . Little temperature warming while charging , no heating issue battery health after 6 month 98battery cycle count 194 after 6 monthPerfomance Good perfomance for video editing ,photography , social media . I am not a gamer Camera Even though i felt some lag or stuck screens in some third party applications The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality . The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999 in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14",io current version updated thw worst thing io user fear update heared update get display issue battery drain issue god sake doesnt issue io update till care device great super handy little feeling weight display hz refresh rate didnt felt badly form cause used kind device brightness range comfortable p hdr video youtube give blissful experiancebattery charging charging time took hour charge using apple w original adapter cable without interruptionno electricity break disconnection call etc battery backup mostly maintain battery btw think may get one day backup average h screen timethe one day backup advertisemnt advertisement label usaully use actually day like eventspartyouting use camera editing app social medium app usual use day didnt get satisfied backup little temperature warming charging heating issue battery health month battery cycle count monthperfomance good perfomance video editing photography social medium gamer camera even though felt lag stuck screen third party application cinematic mode mind blowing missed pro higher varients zooming mode actually really miss pro variant tele lens camera feature using cost wall photo nice feature like exposure adjust filter good quality photo x zoomed photo good meit reduced pixel quality video optical image stabilisation mind blowing mostly explore video soo good word thatand biggest fear io updatei turned auto update first place heared display issuesheating issue bug io update seriesso expencive established brand like apple fair say reminder also heared without io update display issue happened buy way hardware issue one display provider company batch may show issue customer cannot identify company provides hardawarei attach battery analytics data screnshot photo better understand battery good ordering experience greate indian sale worst planned buy oct greate indian sale offer got canceled bought disppointed whole didnt recommend base model felt must buy pro variant person need io affordable price recommend better,Negative,-1,44,Positive
B09G9BL5CP,India,17-08-2024,True,5.0,It’s completely worth it product,Im using it from almost 2 months there no issue Im facing as such now camera quality is great and best part is its Display gives you premium experience u can go for it,im using almost month issue im facing camera quality great best part display give premium experience u go,Positive,1,45,Positive
B09G9BL5CP,India,11-09-2024,True,3.0,Phone seems hanging within 6months of use,Picture quality is fine but hanging issue,picture quality fine hanging issue,Neutral,0,46,Positive
B09G9BL5CP,India,06-04-2024,True,4.0,So far so good,"Writing this review after using the phone for 5 months.Pros camera clicks amazing pictures, video recording is the best I've seen in a phone so far compared to my previous phones. Stable videos with no shaking battery life is good. Lasts an entire day with medium use. I don't game on the phone. Charging is as quick as it is with phones that use USB C. display is soo good. So bright built is solid, dropped phone a couple of times once with the cover and once without and not even a scratch. listening to music and watching videos is a hot cos of how good the speakers r. Crystal clear with the right amount of bass and treble.Cons phone is a tad heavy and using it for hrs on a stretch can result in pain in the wrist or fingersGot the phone in Diwali sale on discount so bang for buck if u ask me",writing review using phone monthspros camera click amazing picture video recording best ive seen phone far compared previous phone stable video shaking battery life good last entire day medium use dont game phone charging quick phone use usb c display soo good bright built solid dropped phone couple time cover without even scratch listening music watching video hot co good speaker r crystal clear right amount bass treblecons phone tad heavy using hr stretch result pain wrist fingersgot phone diwali sale discount bang buck u ask,Positive,1,47,Positive
B09G9BL5CP,India,14-08-2024,True,5.0,Best Phone,best phone,best phone,Positive,1,48,Positive
B09G9BL5CP,India,12-08-2024,True,4.0,Quality,Nice one,nice one,Positive,1,49,Positive
B09G9BL5CP,India,29-06-2024,True,4.0,Amazing,"Finally Switched from android. In hand feel is super amazing. they are still susceptible to hacking, among other types of security threats. Photos comes out ver good .Screen quality is wow i mean watching experience is super satisfying.",finally switched android hand feel super amazing still susceptible hacking among type security threat photo come ver good screen quality wow mean watching experience super satisfying,Positive,1,50,Positive
B09G9BL5CP,India,15-09-2024,True,3.0,Mobile phone getting overheated,The new I phone 13 purchased by me is developing overheating while using charging. May be duplicate product being supplied online. My request to Amazon is to change the phone,new phone purchased developing overheating using charging may duplicate product supplied online request amazon change phone,Neutral,0,51,Positive
B09G9BL5CP,India,01-11-2023,True,4.0,The iPhone 13 - A Stunning Upgrade!,"The iPhone 13 is, without a doubt, a gamechanger. As an avid Apple user, I recently upgraded to this incredible device, and it has exceeded my already high expectations in every way. Here's why I am thoroughly impressed with the iPhone 13Performance The A15 Bionic chip is a powerhouse. It makes everything I do on my phone feel lightningfast and seamless. Whether I'm gaming, streaming, or multitasking, the iPhone 13 handles it all effortlessly.Display The Super Retina XDR display is a work of art. The colors are vivid, the brightness is exceptional, and the contrast is stunning. Whether I'm watching movies, browsing the web, or scrolling through social media, the visual experience is second to none.Camera The camera system on the iPhone 13 is nothing short of amazing. It captures photos and videos with outstanding clarity and detail. The Night mode has been a gamechanger for lowlight photography, and the Cinematic mode for videos adds a whole new dimension to my creative endeavors.Battery Life Apple has improved battery life on the iPhone 13, and it shows. I can go through an entire day of heavy usage without needing to reach for a charger. The battery management features are also impressive, ensuring I get the most out of every charge.iOS The iPhone 13 runs on iOS, and the user experience is unmatched. The interface is intuitive, and the App Store offers a vast ecosystem of apps that enhance the device's capabilities.Design The iPhone 13 boasts a sleek and premium design. It's durable and feels great in hand. The Ceramic Shield front cover offers extra protection, which is a welcome addition.5G Capability The iPhone 13 is 5Gready, which means I can experience lightningfast data speeds and low latency, making it futureproof and ready for the latest advancements in mobile technology.Privacy and Security Apple's commitment to user privacy and security is commendable. With features like Face ID and enhanced data protection, I feel confident that my personal information is in safe hands.In summary, the iPhone 13 is a stunning upgrade, delivering on Apple's legacy of innovation and excellence. It offers exceptional performance, a breathtaking display, a camera system that redefines mobile photography and videography, and a design that exudes luxury. This device is a testament to Apple's commitment to pushing the boundaries of what a smartphone can be. If you're looking for the best in the business, the iPhone 13 is it. I wholeheartedly recommend it to anyone seeking a toptier mobile experience. It's worth every penny and more!",iphone without doubt gamechanger avid apple user recently upgraded incredible device exceeded already high expectation every way here thoroughly impressed iphone performance bionic chip powerhouse make everything phone feel lightningfast seamless whether im gaming streaming multitasking iphone handle effortlesslydisplay super retina xdr display work art color vivid brightness exceptional contrast stunning whether im watching movie browsing web scrolling social medium visual experience second nonecamera camera system iphone nothing short amazing capture photo video outstanding clarity detail night mode gamechanger lowlight photography cinematic mode video add whole new dimension creative endeavorsbattery life apple improved battery life iphone show go entire day heavy usage without needing reach charger battery management feature also impressive ensuring get every chargeios iphone run io user experience unmatched interface intuitive app store offer vast ecosystem apps enhance device capabilitiesdesign iphone boast sleek premium design durable feel great hand ceramic shield front cover offer extra protection welcome additiong capability iphone gready mean experience lightningfast data speed low latency making futureproof ready latest advancement mobile technologyprivacy security apple commitment user privacy security commendable feature like face id enhanced data protection feel confident personal information safe handsin summary iphone stunning upgrade delivering apple legacy innovation excellence offer exceptional performance breathtaking display camera system redefines mobile photography videography design exudes luxury device testament apple commitment pushing boundary smartphone youre looking best business iphone wholeheartedly recommend anyone seeking toptier mobile experience worth every penny,Positive,1,52,Positive
B09G9BL5CP,India,07-08-2024,True,3.0,USB cable was defective,"USB cable was defective, it was not charging",usb cable defective charging,Neutral,0,53,Negative
B09G9BL5CP,India,10-08-2024,True,5.0,Good,Good,good,Positive,1,54,Positive
B09G9BL5CP,India,11-05-2024,True,5.0,Iphone 13,Its a my dream phone. Always working proper and processor is strong and mainly camera is always better than other phone. But but i am unhappy withh main heating issue . Please solve the heating issue. At the charging time phone is always produced more heating.,dream phone always working proper processor strong mainly camera always better phone unhappy withh main heating issue please solve heating issue charging time phone always produced heating,Neutral,0,55,Positive
B09G9BL5CP,India,07-06-2024,True,5.0,Quality product,Excellent features,excellent feature,Positive,1,56,Positive
B09G9BL5CP,India,21-09-2023,True,5.0,Really powerful and impressed,"When talking about phone, Apple is always costly and there are always ve and ve for everything.I have been using android for 10 year and now I moved to Apple.There are lot of applications and few features which I am missing while moved to Apple. But what really impressed me is the power of its processor and capabilities.1. When Android phone comes with 6, 8, 12 GB RAM, the speed or performance is poor. At the same time with 4 GB RAM in iPhone was really powerful and mindblowing.2. When Android storage are full, the phone will response very slow. But Apple still surprised me with the performance.3. The video quality of Anroid phone gives from 48 MP is delivered from Apple's 12 MP camera, which is mesmerizing and absolutely brilliant. The battery back up is okay, but could have improved. As I am not using for gaming, it is okay to me As Apple started production in India, the price could have reduced.",talking phone apple always costly always everythingi using android year moved applethere lot application feature missing moved apple really impressed power processor capability android phone come gb ram speed performance poor time gb ram iphone really powerful mindblowing android storage full phone response slow apple still surprised performance video quality anroid phone give mp delivered apple mp camera mesmerizing absolutely brilliant battery back okay could improved using gaming okay apple started production india price could reduced,Negative,-1,57,Positive
B09G9BL5CP,India,15-04-2024,True,5.0,The perfect one,Good product delivered on time,good product delivered time,Positive,1,58,Positive
B09G9BL5CP,India,18-09-2024,True,4.0,Camera quality is not up to the mark,Nice,nice,Positive,1,59,Positive
B09G9BL5CP,India,10-09-2024,True,5.0,"Very happy, genuine product","Very happy with the purchase, product is genuine, but this is my third time when exchang not worked, amazon mentioned the value of old phone but delivery guy 2 times denied accepting the exchange with 2 diff phones in 2 instances. Very bad experience with exchange, not trustworthy in this.",happy purchase product genuine third time exchang worked amazon mentioned value old phone delivery guy time denied accepting exchange diff phone instance bad experience exchange trustworthy,Negative,-1,60,Negative
B09G9BL5CP,India,16-09-2024,True,5.0,Fantastic,Value for money,value money,Neutral,0,61,Positive
B09G9BL5CP,India,21-08-2024,True,5.0,Explant product,No 1 Mobile phone,mobile phone,Neutral,0,62,Negative
B09G9BL5CP,India,16-08-2024,True,5.0,This is a the attempt to purchase for in all i-phone family...,"although, iphone handling is quite different in compare to android phone. But this number is comparatively easier than others.",although iphone handling quite different compare android phone number comparatively easier others,Neutral,0,63,Positive
B09G9BL5CP,India,31-08-2024,True,5.0,Good,best,best,Positive,1,64,Positive
B09G9BL5CP,India,11-05-2024,True,4.0,Mobile have more heat at the time of charging,All over good price is good less than other sources but its have heating issues while charging device. I know apple devices have heated while charging but its too hot than other devices,good price good less source heating issue charging device know apple device heated charging hot device,Positive,1,65,Positive
B09G9BL5CP,India,12-08-2024,True,5.0,Everything was very good,We received a genuine product with best deal very happy. Thanks Amazon.,received genuine product best deal happy thanks amazon,Positive,1,66,Positive
B09G9BL5CP,India,21-08-2024,True,3.0,Heating,I got my iphone 13 yesterday but the exchange price was different when I received my phone and also its heating while charging also,got iphone yesterday exchange price different received phone also heating charging also,Neutral,0,67,Neutral
B09G9BL5CP,India,12-08-2024,True,5.0,The best budget phone,"As expected , peak performance",expected peak performance,Neutral,0,68,Neutral
B09G9BL5CP,India,13-09-2024,True,5.0,"Camera quality, performance, sound quality,optimization",I bought it on 2023 great Indian sale till now the battery health is 91 .Camera is 100 times better than any android deviceDevice is compact and handy.Its premium feel never disappoints you.In terms of providing update apple is on the top of the listI personally recommend white colour,bought great indian sale till battery health camera time better android devicedevice compact handyits premium feel never disappoints youin term providing update apple top listi personally recommend white colour,Positive,1,69,Positive
B09G9BL5CP,India,15-09-2024,True,5.0,Picture quality,osm pic quality,osm pic quality,Neutral,0,70,Neutral
B09G9BL5CP,India,08-10-2023,True,5.0,Awesome,.,,Neutral,0,71,Neutral
