productAsin,country,date,isVerified,ratingScore,reviewTitle,Review_Text
B09G9BL5CP,India,29-10-2023,TRUE,4,Bawal chij hai be..😀,
B09G9BL5CP,India,29-11-2023,TRUE,5,Amazing phone,I received iPhone 13 timely.Product is working great.It improved my lifestyle  as  well.Camera quality is awesome. Battery performance is pretty good.Thanks to Amazon for your great service.
B09G9BL5CP,India,06-11-2023,TRUE,3,"Not that great deal. Battery performance, heating,hanging","Facing heating issue, Battery performance is not that good. On screen 12 hrs only as of now. Hanging in between, which we didn’t expect from Apple. Look is fantastic. Small while compared to XR."
B09G9BL5CP,India,19-08-2024,TRUE,4,Stunning Design and a Beautiful Pink!,"I finally upgraded from my trusty iPhone 5s to the iPhone 13, and let me tell you, it feels like I’ve time-traveled from the past to the future! The pink color is absolutely gorgeous—it's the perfect blend of subtle and stylish, making the phone look sleek and modern. I’ve received so many compliments on it already.The design is everything you’d expect from Apple: premium, well-crafted, and just a pleasure to hold. Coming from a 5s, it’s almost like I was using a rotary phone before this. I half-expected Siri to say, “Welcome to the 21st century!”The display is bright and vibrant, the camera is a huge leap forward, and the overall performance is incredibly smooth. It’s crazy how much has changed—face ID feels like magic, and the battery life is a dream compared to my old 5s, which needed a charger practically glued to it.If you’re thinking about upgrading, especially if you’re coming from a much older model like I was, don’t hesitate. This iPhone 13 in pink is a stunner and well worth the leap!"
B09G9BL5CP,India,04-09-2024,TRUE,5,My favourite 🤩,"I really wanted to get an iPhone and it is my first iPhone but i loved it the sound quality is great and it charges fast, the phone is a bit heavy but it looks classy the display also works well and the camera is the best 🤍🤍"
B09G9BL5CP,India,22-06-2024,TRUE,5,Still one of best base flagships out there in 2024,"Things I liked:1. Solid Build Quality and very polished software (compared to Samsung's One UI)2. Camera:-Rear: Rear camera is pretty decent with good color accuracy in all lighting conditions. Videos are steady and smooth.3. Mic / Speakers: Mic is exceptionally well, isolates all background sounds in noisy situations. Speakers are crisp with good bass.4. Performance: This is where the phone shines, you can throw any app available on the App store and it will run it without breaking a sweat.5. Face Id works like charm, it's the best biometric phone lock out there undoubtedly.Things I wish were better:1. Battery life would have been better, I get up to 4.30 - 5 Hours SOT with mixed usage (high brightness, 1 hour calls, 2-3 hour social media, and 2 hour media playback/music)2. Charges Slow compared to my earlier Samsung. Takes almost 1.2 Hours from 20% to 80%3. Front camera is average, it fails to get correct skin tones and lighting. I keep it on default and still it produces over saturated photos.4. Dialer / phone app sucks. I am someone who makes up to 200 calls a day due to nature of my SCM work. Dialer on Samsung is far better. For unknown call you can add a note to the number in Samsung and it reflect when the person call you again, without having to save unnecessary contacts. Number pad does not detect contact unless complete number is typed."
B09G9BL5CP,India,18-09-2024,TRUE,5,Awesome product,Each and every thingLove this Product
B09G9BL5CP,India,19-09-2024,TRUE,5,The way it was fast.,I liked the way it was fast.
B09G9BL5CP,India,20-10-2023,TRUE,3,feel good yet(6 month),"IOS 17.5 (current version updated from 16.6)Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care- device  was great, super handy for me, little feeling of weight .Display - The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. - The brightness Range is so comfortable. - The 2160p60 HDR videos in youtube give blissful experianceBattery And charging - The charging time:- i took 1Hour to charge  from 20% to 91% using apple 20w original adapter and cable without any interruption(no electricity break or disconnection ,calls etc) - Battery backup - I am mostly maintain battery in btw 20% <-> 80% so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like  events,party,outing  we use -camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . - Little temperature warming while charging , no heating issue- battery health after 6 month 98%-battery cycle count 194  after 6 monthPerfomance - Good perfomance for video editing ,photography , social media . (I am not a gamer ) Camera-  Even though i  felt some lag or stuck screens in some third party applications - The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . - Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. - The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality .- The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only -ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999/- in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14"
B09G9BL5CP,India,17-08-2024,TRUE,5,It’s completely worth it product,I’m using it from almost 2 months there no issue I’m facing as such now …camera quality is great 👍 and best part is it’s Display gives you premium experience u can go for it
B09G9BL5CP,India,11-09-2024,TRUE,3,Phone seems hanging within 6months of use,Picture quality is fine but hanging issue
B09G9BL5CP,India,06-04-2024,TRUE,4,So far so good,"Writing this review after using the phone for 5 months.Pros- camera clicks amazing pictures, video recording is the best I've seen in a phone so far compared to my previous phones. Stable videos with no shaking- battery life is good. Lasts an entire day with medium use. I don't game on the phone. Charging is as quick as it is with phones that use USB C.- display is soo good. So bright- built is solid, dropped phone a couple of times once with the cover and once without and not even a scratch.- listening to music and watching videos is a hot cos of how good the speakers r. Crystal clear with the right amount of bass and treble.Cons- phone is a tad heavy and using it for hrs on a stretch can result in pain in the wrist or fingersGot the phone in Diwali sale on discount so bang for buck if u ask me"
B09G9BL5CP,India,14-08-2024,TRUE,5,Best Phone,best phone
B09G9BL5CP,India,12-08-2024,TRUE,4,Quality,Nice one
B09G9BL5CP,India,29-06-2024,TRUE,4,Amazing,"Finally Switched from android. In hand feel is super amazing. they are still susceptible to hacking, among other types of security threats. Photos comes out ver good .Screen quality is wow i mean watching experience is super satisfying."
B09G9BL5CP,India,15-09-2024,TRUE,3,Mobile phone getting overheated,The new I phone 13 purchased by me is developing overheating while using & charging. May be duplicate product being supplied online. My request to Amazon is to change the phone
B09G9BL5CP,India,01-11-2023,TRUE,4,The iPhone 13 - A Stunning Upgrade!,"The iPhone 13 is, without a doubt, a game-changer. As an avid Apple user, I recently upgraded to this incredible device, and it has exceeded my already high expectations in every way. Here's why I am thoroughly impressed with the iPhone 13:Performance: The A15 Bionic chip is a powerhouse. It makes everything I do on my phone feel lightning-fast and seamless. Whether I'm gaming, streaming, or multitasking, the iPhone 13 handles it all effortlessly.Display: The Super Retina XDR display is a work of art. The colors are vivid, the brightness is exceptional, and the contrast is stunning. Whether I'm watching movies, browsing the web, or scrolling through social media, the visual experience is second to none.Camera: The camera system on the iPhone 13 is nothing short of amazing. It captures photos and videos with outstanding clarity and detail. The Night mode has been a game-changer for low-light photography, and the Cinematic mode for videos adds a whole new dimension to my creative endeavors.Battery Life: Apple has improved battery life on the iPhone 13, and it shows. I can go through an entire day of heavy usage without needing to reach for a charger. The battery management features are also impressive, ensuring I get the most out of every charge.iOS: The iPhone 13 runs on iOS, and the user experience is unmatched. The interface is intuitive, and the App Store offers a vast ecosystem of apps that enhance the device's capabilities.Design: The iPhone 13 boasts a sleek and premium design. It's durable and feels great in hand. The Ceramic Shield front cover offers extra protection, which is a welcome addition.5G Capability: The iPhone 13 is 5G-ready, which means I can experience lightning-fast data speeds and low latency, making it future-proof and ready for the latest advancements in mobile technology.Privacy and Security: Apple's commitment to user privacy and security is commendable. With features like Face ID and enhanced data protection, I feel confident that my personal information is in safe hands.In summary, the iPhone 13 is a stunning upgrade, delivering on Apple's legacy of innovation and excellence. It offers exceptional performance, a breathtaking display, a camera system that redefines mobile photography and videography, and a design that exudes luxury. This device is a testament to Apple's commitment to pushing the boundaries of what a smartphone can be. If you're looking for the best in the business, the iPhone 13 is it. I wholeheartedly recommend it to anyone seeking a top-tier mobile experience. It's worth every penny and more!"
B09G9BL5CP,India,07-08-2024,TRUE,3,USB cable was defective,"USB cable was defective, it was not charging"
B09G9BL5CP,India,10-08-2024,TRUE,5,Good,Good
B09G9BL5CP,India,11-05-2024,TRUE,5,Iphone 13,Its a my dream phone. Always working proper and processor is strong and mainly camera is always better than other phone. But but i am unhappy withh main heating issue . Please solve the heating issue. At the charging time phone is always produced more heating.
B09G9BL5CP,India,07-06-2024,TRUE,5,Quality product,Excellent features
B09G9BL5CP,India,21-09-2023,TRUE,5,Really powerful and impressed,"When talking about phone, Apple is always costly and there are always +ve and -ve for everything.I have been using android for 10+ year and now I moved to Apple.There are lot of applications and few features which I am missing while moved to Apple. But what really impressed me is the power of its processor and capabilities.1. When Android phone comes with 6, 8, 12 GB RAM, the speed or performance is poor. At the same time with 4 GB RAM in iPhone was really powerful and mindblowing.2. When Android storage are full, the phone will response very slow. But Apple still surprised me with the performance.3. The video quality of Anroid phone gives from 48 MP is delivered from Apple's 12 MP camera, which is mesmerizing and absolutely brilliant.- The battery back up is okay, but could have improved. (As I am not using for gaming, it is okay to me)- As Apple started production in India, the price could have reduced."
B09G9BL5CP,India,15-04-2024,TRUE,5,The perfect one,Good product delivered on time
B09G9BL5CP,India,18-09-2024,TRUE,4,Camera quality is not up to the mark,Nice
B09G9BL5CP,India,10-09-2024,TRUE,5,"Very happy, genuine product","Very happy with the purchase, product is genuine, but this is my third time when exchang not worked, amazon mentioned the value of old phone but delivery guy 2 times denied accepting the exchange with 2 diff phones in 2 instances. Very bad experience with exchange, not trustworthy in this."
B09G9BL5CP,India,16-09-2024,TRUE,5,Fantastic,Value for money
B09G9BL5CP,India,21-08-2024,TRUE,5,Explant product,No 1 Mobile phone
B09G9BL5CP,India,16-08-2024,TRUE,5,This is a the attempt to purchase for in all i-phone family...,"although, i-phone handling is quite different in compare to android phone. But this number is comparatively easier than others."
B09G9BL5CP,India,31-08-2024,TRUE,5,Good,best
B09G9BL5CP,India,11-05-2024,TRUE,4,Mobile have more heat at the time of charging,All over good price is good less than other sources but it’s have heating issues while charging device. I know apple devices have heated while charging but it’s too hot than other devices
B09G9BL5CP,India,12-08-2024,TRUE,5,Everything was very good,We received a genuine product with best deal very happy. Thanks Amazon.
B09G9BL5CP,India,21-08-2024,TRUE,3,Heating,I got my iphone 13 yesterday but the exchange price was different when I received my phone and also it’s heating 😡 while charging also
B09G9BL5CP,India,12-08-2024,TRUE,5,The best budget phone,"As expected , peak performance"
B09G9BL5CP,India,13-09-2024,TRUE,5,"Camera quality, performance, sound quality,optimization",I bought it on 2023 great Indian sale till now the battery health is 91% .Camera is 100 times better than any android deviceDevice is compact and handy.It’s premium feel never disappoints you.In terms of providing update apple is on the top of the listI personally recommend white colour
B09G9BL5CP,India,15-09-2024,TRUE,5,Picture quality,osm pic quality
B09G9BL5CP,India,15-09-2024,TRUE,5,Loved it,
B09G9BL5CP,India,08-10-2023,TRUE,5,Awesome,‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ ‎ .
B09G9BL5CP,India,09-09-2024,TRUE,5,awsome,happy
B09G9BL5CP,India,11-09-2024,TRUE,5,Good product,Very nice phone
B09G9BL5CP,India,07-08-2024,TRUE,4,Camera quality is good,
B09G9BL5CP,India,28-08-2024,TRUE,5,Amazing phone,"Great phone , loved it and the camera quality and phone smoothness is amazing…"
B09G9BL5CP,India,24-02-2024,TRUE,5,Redefining Excellence: A Review of the iPhone 13 128GB,"The iPhone 13 128GB has surpassed my expectations in every aspect, setting a new standard for smartphone excellence. From its sleek design to its powerful performance and innovative features, this device has truly redefined what it means to own a premium smartphone.Design and Build Quality:The iPhone 13’s design is a masterpiece of craftsmanship, featuring a sleek aluminum frame and a stunning ceramic shield front cover. The device feels incredibly premium in hand, with its compact form factor and exquisite attention to detail. The IP68 water and dust resistance provide added durability and peace of mind, making it perfect for everyday use.Display:The Super Retina XDR display of the iPhone 13 is nothing short of breathtaking. The 6.1-inch OLED screen delivers vibrant colors, deep blacks, and excellent brightness levels, ensuring an immersive viewing experience for everything from streaming videos to browsing the web. The True Tone technology adapts the display to ambient lighting conditions, providing a comfortable viewing experience at all times.Performance:Powered by the A15 Bionic chip, the iPhone 13 delivers unparalleled performance and responsiveness. Apps launch instantly, animations are buttery smooth, and multitasking is a breeze, thanks to the efficient CPU and GPU. Whether it’s gaming, productivity tasks, or content creation, this device handles everything with ease, making it a true powerhouse in the palm of your hand.Camera:The camera system of the iPhone 13 is a true game-changer, capturing stunning photos and videos with remarkable clarity and detail. The dual-camera setup includes a 12MP wide and ultra-wide lens, with features such as Night mode, Deep Fusion, and Smart HDR 4 elevating photography to new heights. The addition of Cinematic mode adds a cinematic touch to video recordings, allowing users to unleash their creativity like never before.Battery Life:Battery life on the iPhone 13 is exceptional, easily lasting a full day with heavy usage. The efficient power management of the A15 chip, coupled with software optimizations, ensures long-lasting performance without compromising on productivity or entertainment. With MagSafe charging and fast charging support, staying powered up on the go has never been easier or more convenient.iOS Experience:As expected, the iPhone 13 runs on the latest version of iOS, providing a seamless and intuitive user experience. iOS 15 introduces a host of new features and improvements, including Focus mode, Live Text, and enhanced privacy controls, further enhancing the overall user experience and productivity.Conclusion:In conclusion, the iPhone 13 128GB is a true masterpiece of innovation and excellence, delivering an unparalleled experience that is sure to delight even the most discerning smartphone users. With its stunning design, powerful performance, innovative features, and exceptional battery life, it’s not just a smartphone - it’s a lifestyle upgrade. If you’re looking for the best of the best, look no further than the iPhone 13."
B09G9BL5CP,India,11-07-2024,TRUE,4,1 star cut for heating issue,"Its 8 month and battery health is 90%To nullify heating I’ve ordered a cooler with Hit sink technology, works like refrigerator .Otherwise phone is so smooth , my storage is fullStill consistently giving great camera performance"
B09G9BL5CP,India,13-11-2023,TRUE,5,"So Beautiful, So elegant, just looking like a wow.","I snagged the iPhone 13 during the Great Indian Festival for an unbeatable price of 45,000, and let me tell you, it's been a game-changer in every way!Screen: The display is absolutely stunning – crisp, vibrant, and the colors pop like never before. Watching videos or scrolling through photos is a treat for the eyes. No complaints here!Hanging: Zero issues with hanging or lagging. This phone handles multitasking like a champ. Switching between apps is smooth, and I haven't experienced any frustrating delays.Battery: The battery life is surprisingly impressive. I can go a full day with normal usage, and it still has juice left in the tank. No more anxiously searching for a charger midday – a definite win!Comfort: The sleek design makes it a pleasure to hold, and the phone is just the right weight. It feels premium and comfortable in my hand, making it a joy to use for extended periods.Image Quality: The camera on the iPhone 13 is a true standout. The photos are sharp, and the night mode is a game-changer for capturing memories in low light. Selfies have never looked this good!Color: I went for the classic Midnight color, and it's elegant and timeless. The finish adds a touch of sophistication, and it doesn't attract fingerprints like some other phones I've had in the past.In summary, getting the iPhone 13 during the Great Indian Festival was an absolute steal. From the incredible screen to the reliable battery life and stunning camera, it's exceeded my expectations. If you're on the fence, take the plunge – you won't be disappointed."
